"","p_d_node","p_state","d_state","change","p_pp","d_pp","dpp>ppp"
"774","1483_385",1,0,1,0.616,1,1
"775","1483_1484",1,1,0,0.616,0.524,0
"776","1484_386",1,0,1,0.524,1,1
"777","1484_1485",1,1,0,0.524,0.78,1
"778","1485_1486",1,1,0,0.78,0.964,1
"779","1486_1487",1,1,0,0.964,0.994,1
"780","1487_387",1,1,0,0.994,1,1
"781","1487_388",1,1,0,0.994,1,1
"782","1486_389",1,1,0,0.964,1,1
"783","1485_1488",1,1,0,0.78,0.78,0
"784","1488_390",1,1,0,0.78,1,1
"785","1488_391",1,0,1,0.78,1,1
"786","1438_1489",1,1,0,0.852,0.926,1
"787","1489_1490",1,1,0,0.926,0.926,0
"788","1490_1491",1,1,0,0.926,0.9,0
"789","1491_1492",1,1,0,0.9,0.944,1
"790","1492_1493",1,1,0,0.944,0.942,0
"791","1493_392",1,1,0,0.942,1,1
"792","1493_1494",1,1,0,0.942,0.932,0
"793","1494_1495",1,0,1,0.932,0.902,0
"794","1495_1496",0,0,0,0.902,0.914,1
"795","1496_393",0,0,0,0.914,1,1
"796","1496_1497",0,0,0,0.914,0.946,1
"797","1497_1498",0,0,0,0.946,0.97,1
"798","1498_394",0,0,0,0.97,1,1
"799","1498_1499",0,0,0,0.97,0.974,1
"800","1499_395",0,0,0,0.974,1,1
"801","1499_396",0,0,0,0.974,1,1
"802","1497_397",0,0,0,0.946,1,1
"803","1495_1500",0,0,0,0.902,0.96,1
"804","1500_398",0,0,0,0.96,1,1
"805","1500_1501",0,0,0,0.96,0.966,1
"806","1501_1502",0,0,0,0.966,0.982,1
"807","1502_1503",0,0,0,0.982,0.996,1
"808","1503_399",0,0,0,0.996,1,1
"809","1503_1504",0,0,0,0.996,1,1
"810","1504_400",0,0,0,1,1,0
"811","1504_401",0,0,0,1,1,0
"812","1502_1505",0,0,0,0.982,1,1
"813","1505_402",0,0,0,1,1,0
"814","1505_403",0,0,0,1,1,0
"815","1501_1506",0,0,0,0.966,0.99,1
"816","1506_404",0,0,0,0.99,1,1
"817","1506_405",0,0,0,0.99,1,1
"818","1494_1507",1,1,0,0.932,0.95,1
"819","1507_406",1,1,0,0.95,1,1
"820","1507_1508",1,1,0,0.95,0.96,1
"821","1508_1509",1,1,0,0.96,0.982,1
"822","1509_1510",1,1,0,0.982,0.992,1
"823","1510_407",1,1,0,0.992,1,1
"824","1510_408",1,1,0,0.992,1,1
"825","1509_1511",1,1,0,0.982,0.996,1
"826","1511_409",1,1,0,0.996,1,1
"827","1511_1512",1,1,0,0.996,0.998,1
"828","1512_410",1,1,0,0.998,1,1
"829","1512_1513",1,1,0,0.998,1,1
"830","1513_411",1,1,0,1,1,0
"831","1513_412",1,1,0,1,1,0
"832","1508_1514",1,1,0,0.96,0.85,0
"833","1514_1515",1,1,0,0.85,0.78,0
"834","1515_413",1,0,1,0.78,1,1
"835","1515_1516",1,1,0,0.78,0.758,0
"836","1516_414",1,1,0,0.758,1,1
"837","1516_415",1,0,1,0.758,1,1
"838","1514_1517",1,1,0,0.85,0.636,0
"839","1517_1518",1,0,1,0.636,0.71,1
"840","1518_1519",0,0,0,0.71,0.642,0
"841","1519_1520",0,0,0,0.642,0.538,0
"842","1520_1521",0,0,0,0.538,0.922,1
"843","1521_416",0,0,0,0.922,1,1
"844","1521_417",0,0,0,0.922,1,1
"845","1520_1522",0,0,0,0.538,0.614,1
"846","1522_1523",0,0,0,0.614,0.634,1
"847","1523_418",0,0,0,0.634,1,1
"848","1523_419",0,1,1,0.634,1,1
"849","1522_420",0,1,1,0.614,1,1
"850","1519_421",0,0,0,0.642,1,1
"851","1518_1524",0,0,0,0.71,0.898,1
"852","1524_422",0,0,0,0.898,1,1
"853","1524_1525",0,0,0,0.898,0.95,1
"854","1525_1526",0,0,0,0.95,0.916,0
"855","1526_423",0,1,1,0.916,1,1
"856","1526_424",0,0,0,0.916,1,1
"857","1525_1527",0,0,0,0.95,0.982,1
"858","1527_425",0,0,0,0.982,1,1
"859","1527_1528",0,0,0,0.982,0.988,1
"860","1528_1529",0,0,0,0.988,1,1
"861","1529_426",0,0,0,1,1,0
"862","1529_1530",0,0,0,1,1,0
"863","1530_427",0,0,0,1,1,0
"864","1530_1531",0,0,0,1,1,0
"865","1531_1532",0,0,0,1,1,0
"866","1532_428",0,0,0,1,1,0
"867","1532_429",0,0,0,1,1,0
"868","1531_1533",0,0,0,1,1,0
"869","1533_430",0,0,0,1,1,0
"870","1533_431",0,0,0,1,1,0
"871","1528_432",0,0,0,0.988,1,1
"872","1517_433",1,0,1,0.636,1,1
"873","1492_1534",1,1,0,0.944,0.922,0
"874","1534_434",1,0,1,0.922,1,1
"875","1534_1535",1,1,0,0.922,0.964,1
"876","1535_435",1,1,0,0.964,1,1
"877","1535_1536",1,1,0,0.964,0.97,1
"878","1536_436",1,1,0,0.97,1,1
"879","1536_1537",1,1,0,0.97,1,1
"880","1537_1538",1,1,0,1,1,0
"881","1538_437",1,1,0,1,1,0
"882","1538_438",1,0,1,1,1,0
"883","1537_439",1,1,0,1,1,0
"884","1491_440",1,0,1,0.9,1,1
"885","1490_441",1,1,0,0.926,1,1
"886","1489_1539",1,1,0,0.926,0.902,0
"887","1539_442",1,1,0,0.902,1,1
"888","1539_1540",1,1,0,0.902,0.882,0
"889","1540_443",1,0,1,0.882,1,1
"890","1540_1541",1,1,0,0.882,0.986,1
"891","1541_1542",1,1,0,0.986,0.888,0
"892","1542_444",1,1,0,0.888,1,1
"893","1542_445",1,0,1,0.888,1,1
"894","1541_1543",1,1,0,0.986,0.998,1
"895","1543_446",1,1,0,0.998,1,1
"896","1543_447",1,1,0,0.998,1,1
"897","1437_1544",1,1,0,0.706,0.538,0
"898","1544_1545",1,1,0,0.538,0.506,0
"899","1545_448",1,0,1,0.506,1,1
"900","1545_449",1,1,0,0.506,1,1
"901","1544_1546",1,0,1,0.538,0.858,1
"902","1546_450",0,0,0,0.858,1,1
"903","1546_451",0,0,0,0.858,1,1
"904","1430_452",0,0,0,0.766,1,1
"905","1429_1547",0,0,0,0.804,0.808,1
"906","1547_453",0,0,0,0.808,1,1
"907","1547_454",0,0,0,0.808,1,1
"908","1358_1548",0,0,0,0.806,0.818,1
"909","1548_1549",0,0,0,0.818,0.818,0
"910","1549_1550",0,0,0,0.818,0.81,0
"911","1550_1551",0,0,0,0.81,0.83,1
"912","1551_1552",0,0,0,0.83,0.846,1
"913","1552_455",0,0,0,0.846,1,1
"914","1552_1553",0,0,0,0.846,0.854,1
"915","1553_456",0,0,0,0.854,1,1
"916","1553_457",0,0,0,0.854,1,1
"917","1551_1554",0,0,0,0.83,0.858,1
"918","1554_458",0,0,0,0.858,1,1
"919","1554_459",0,0,0,0.858,1,1
"920","1550_1555",0,0,0,0.81,0.818,1
"921","1555_1556",0,0,0,0.818,0.882,1
"922","1556_1557",0,0,0,0.882,0.858,0
"923","1557_460",0,0,0,0.858,1,1
"924","1557_1558",0,0,0,0.858,0.91,1
"925","1558_461",0,0,0,0.91,1,1
"926","1558_462",0,0,0,0.91,1,1
"927","1556_1559",0,0,0,0.882,0.964,1
"928","1559_1560",0,0,0,0.964,0.996,1
"929","1560_463",0,0,0,0.996,1,1
"930","1560_1561",0,0,0,0.996,1,1
"931","1561_464",0,0,0,1,1,0
"932","1561_465",0,0,0,1,1,0
"933","1559_1562",0,0,0,0.964,0.974,1
"934","1562_1563",0,0,0,0.974,0.97,0
"935","1563_466",0,0,0,0.97,1,1
"936","1563_467",0,0,0,0.97,1,1
"937","1562_1564",0,0,0,0.974,0.998,1
"938","1564_1565",0,0,0,0.998,1,1
"939","1565_468",0,0,0,1,1,0
"940","1565_469",0,0,0,1,1,0
"941","1564_1566",0,0,0,0.998,1,1
"942","1566_470",0,0,0,1,1,0
"943","1566_471",0,0,0,1,1,0
"944","1555_1567",0,0,0,0.818,0.78,0
"945","1567_1568",0,0,0,0.78,0.712,0
"946","1568_472",0,1,1,0.712,1,1
"947","1568_1569",0,0,0,0.712,0.704,0
"948","1569_473",0,0,0,0.704,1,1
"949","1569_474",0,1,1,0.704,1,1
"950","1567_1570",0,0,0,0.78,0.784,1
"951","1570_475",0,0,0,0.784,1,1
"952","1570_476",0,0,0,0.784,1,1
"953","1549_1571",0,0,0,0.818,0.806,0
"954","1571_1572",0,0,0,0.806,0.804,0
"955","1572_1573",0,0,0,0.804,0.792,0
"956","1573_1574",0,0,0,0.792,0.816,1
"957","1574_1575",0,0,0,0.816,0.786,0
"958","1575_477",0,0,0,0.786,1,1
"959","1575_1576",0,0,0,0.786,0.524,0
"960","1576_478",0,1,1,0.524,1,1
"961","1576_1577",0,0,0,0.524,0.67,1
"962","1577_479",0,0,0,0.67,1,1
"963","1577_480",0,1,1,0.67,1,1
"964","1574_1578",0,0,0,0.816,0.81,0
"965","1578_1579",0,0,0,0.81,0.942,1
"966","1579_1580",0,0,0,0.942,0.99,1
"967","1580_481",0,0,0,0.99,1,1
"968","1580_482",0,0,0,0.99,1,1
"969","1579_1581",0,0,0,0.942,0.998,1
"970","1581_1582",0,0,0,0.998,1,1
"971","1582_483",0,0,0,1,1,0
"972","1582_484",0,0,0,1,1,0
"973","1581_485",0,0,0,0.998,1,1
"974","1578_1583",0,0,0,0.81,0.808,0
"975","1583_1584",0,0,0,0.808,0.8,0
"976","1584_1585",0,0,0,0.8,0.98,1
"977","1585_486",0,0,0,0.98,1,1
"978","1585_487",0,0,0,0.98,1,1
"979","1584_488",0,1,1,0.8,1,1
"980","1583_1586",0,0,0,0.808,0.796,0
"981","1586_1587",0,0,0,0.796,0.762,0
"982","1587_1588",0,0,0,0.762,0.676,0
"983","1588_489",0,1,1,0.676,1,1
"984","1588_490",0,0,0,0.676,1,1
"985","1587_1589",0,0,0,0.762,0.824,1
"986","1589_1590",0,0,0,0.824,0.976,1
"987","1590_491",0,0,0,0.976,1,1
"988","1590_492",0,1,1,0.976,1,1
"989","1589_1591",0,0,0,0.824,0.868,1
"990","1591_493",0,0,0,0.868,1,1
"991","1591_494",0,0,0,0.868,1,1
"992","1586_1592",0,0,0,0.796,0.8,1
"993","1592_1593",0,0,0,0.8,0.628,0
"994","1593_495",0,0,0,0.628,1,1
"995","1593_1594",0,1,1,0.628,0.73,1
"996","1594_496",1,1,0,0.73,1,1
"997","1594_497",1,1,0,0.73,1,1
"998","1592_498",0,0,0,0.8,1,1
"999","1573_1595",0,0,0,0.792,0.804,1
"1000","1595_499",0,0,0,0.804,1,1
"1001","1595_1596",0,0,0,0.804,0.878,1
"1002","1596_500",0,0,0,0.878,1,1
"1003","1596_1597",0,0,0,0.878,0.998,1
"1004","1597_1598",0,0,0,0.998,1,1
"1005","1598_501",0,0,0,1,1,0
"1006","1598_502",0,0,0,1,1,0
"1007","1597_503",0,0,0,0.998,1,1
"1008","1572_504",0,1,1,0.804,1,1
"1009","1571_1599",0,0,0,0.806,0.798,0
"1010","1599_505",0,0,0,0.798,1,1
"1011","1599_1600",0,0,0,0.798,0.808,1
"1012","1600_1601",0,0,0,0.808,0.82,1
"1013","1601_506",0,0,0,0.82,1,1
"1014","1601_1602",0,0,0,0.82,0.754,0
"1015","1602_1603",0,0,0,0.754,0.688,0
"1016","1603_507",0,0,0,0.688,1,1
"1017","1603_508",0,1,1,0.688,1,1
"1018","1602_1604",0,0,0,0.754,0.802,1
"1019","1604_1605",0,0,0,0.802,0.97,1
"1020","1605_509",0,0,0,0.97,1,1
"1021","1605_510",0,0,0,0.97,1,1
"1022","1604_1606",0,0,0,0.802,0.762,0
"1023","1606_1607",0,0,0,0.762,0.698,0
"1024","1607_511",0,0,0,0.698,1,1
"1025","1607_512",0,1,1,0.698,1,1
"1026","1606_1608",0,0,0,0.762,0.792,1
"1027","1608_1609",0,0,0,0.792,0.706,0
"1028","1609_513",0,1,1,0.706,1,1
"1029","1609_514",0,0,0,0.706,1,1
"1030","1608_1610",0,0,0,0.792,0.892,1
"1031","1610_515",0,0,0,0.892,1,1
"1032","1610_516",0,0,0,0.892,1,1
"1033","1600_1611",0,0,0,0.808,0.78,0
"1034","1611_1612",0,0,0,0.78,0.72,0
"1035","1612_1613",0,0,0,0.72,0.728,1
"1036","1613_1614",0,0,0,0.728,0.73,1
"1037","1614_1615",0,0,0,0.73,0.67,0
"1038","1615_517",0,1,1,0.67,1,1
"1039","1615_518",0,0,0,0.67,1,1
"1040","1614_1616",0,0,0,0.73,0.876,1
"1041","1616_1617",0,0,0,0.876,0.892,1
"1042","1617_1618",0,0,0,0.892,0.894,1
"1043","1618_519",0,0,0,0.894,1,1
"1044","1618_520",0,0,0,0.894,1,1
"1045","1617_521",0,0,0,0.892,1,1
"1046","1616_1619",0,0,0,0.876,0.892,1
"1047","1619_522",0,0,0,0.892,1,1
"1048","1619_1620",0,0,0,0.892,0.88,0
"1049","1620_523",0,0,0,0.88,1,1
"1050","1620_524",0,0,0,0.88,1,1
"1051","1613_1621",0,0,0,0.728,0.736,1
"1052","1621_525",0,0,0,0.736,1,1
"1053","1621_1622",0,0,0,0.736,0.628,0
"1054","1622_526",0,0,0,0.628,1,1
"1055","1622_527",0,1,1,0.628,1,1
"1056","1612_1623",0,0,0,0.72,0.73,1
"1057","1623_1624",0,0,0,0.73,0.708,0
"1058","1624_1625",0,0,0,0.708,0.626,0
"1059","1625_528",0,0,0,0.626,1,1
"1060","1625_1626",0,0,0,0.626,0.578,0
"1061","1626_529",0,1,1,0.578,1,1
"1062","1626_530",0,1,1,0.578,1,1
"1063","1624_1627",0,0,0,0.708,0.72,1
"1064","1627_1628",0,0,0,0.72,0.502,0
"1065","1628_1629",0,1,1,0.502,0.738,1
"1066","1629_1630",1,1,0,0.738,0.774,1
"1067","1630_531",1,1,0,0.774,1,1
"1068","1630_1631",1,1,0,0.774,0.736,0
"1069","1631_1632",1,1,0,0.736,0.648,0
"1070","1632_1633",1,1,0,0.648,0.542,0
"1071","1633_532",1,1,0,0.542,1,1
"1072","1633_1634",1,1,0,0.542,0.686,1
"1073","1634_533",1,0,1,0.686,1,1
"1074","1634_534",1,0,1,0.686,1,1
"1075","1632_1635",1,1,0,0.648,0.562,0
"1076","1635_535",1,0,1,0.562,1,1
"1077","1635_536",1,0,1,0.562,1,1
"1078","1631_1636",1,1,0,0.736,0.762,1
"1079","1636_1637",1,1,0,0.762,0.67,0
"1080","1637_1638",1,1,0,0.67,0.642,0
"1081","1638_1639",1,1,0,0.642,0.59,0
"1082","1639_537",1,0,1,0.59,1,1
"1083","1639_538",1,1,0,0.59,1,1
"1084","1638_1640",1,1,0,0.642,0.526,0
"1085","1640_1641",1,1,0,0.526,0.552,1
"1086","1641_539",1,1,0,0.552,1,1
"1087","1641_540",1,0,1,0.552,1,1
"1088","1640_541",1,0,1,0.526,1,1
"1089","1637_1642",1,1,0,0.67,0.582,0
"1090","1642_542",1,1,0,0.582,1,1
"1091","1642_1643",1,1,0,0.582,0.592,1
"1092","1643_543",1,0,1,0.592,1,1
"1093","1643_1644",1,0,1,0.592,0.728,1
"1094","1644_544",0,0,0,0.728,1,1
"1095","1644_545",0,1,1,0.728,1,1
"1096","1636_546",1,1,0,0.762,1,1
"1097","1629_547",1,1,0,0.738,1,1
"1098","1628_548",0,0,0,0.502,1,1
"1099","1627_1645",0,0,0,0.72,0.766,1
"1100","1645_549",0,0,0,0.766,1,1
"1101","1645_1646",0,0,0,0.766,0.844,1
"1102","1646_1647",0,0,0,0.844,0.848,1
"1103","1647_1648",0,0,0,0.848,0.972,1
"1104","1648_1649",0,0,0,0.972,0.988,1
"1105","1649_550",0,0,0,0.988,1,1
"1106","1649_551",0,0,0,0.988,1,1
"1107","1648_1650",0,0,0,0.972,0.968,0
"1108","1650_552",0,0,0,0.968,1,1
"1109","1650_553",0,0,0,0.968,1,1
"1110","1647_1651",0,0,0,0.848,0.872,1
"1111","1651_554",0,0,0,0.872,1,1
"1112","1651_1652",0,0,0,0.872,0.896,1
"1113","1652_1653",0,0,0,0.896,0.962,1
"1114","1653_555",0,0,0,0.962,1,1
"1115","1653_1654",0,0,0,0.962,0.998,1
"1116","1654_556",0,0,0,0.998,1,1
"1117","1654_557",0,0,0,0.998,1,1
"1118","1652_558",0,0,0,0.896,1,1
"1119","1646_1655",0,0,0,0.844,0.822,0
"1120","1655_1656",0,0,0,0.822,0.806,0
"1121","1656_1657",0,0,0,0.806,0.884,1
"1122","1657_1658",0,0,0,0.884,0.882,0
"1123","1658_1659",0,0,0,0.882,0.728,0
"1124","1659_559",0,1,1,0.728,1,1
"1125","1659_560",0,0,0,0.728,1,1
"1126","1658_1660",0,0,0,0.882,0.964,1
"1127","1660_561",0,0,0,0.964,1,1
"1128","1660_562",0,0,0,0.964,1,1
"1129","1657_1661",0,0,0,0.884,0.91,1
"1130","1661_1662",0,0,0,0.91,0.89,0
"1131","1662_563",0,0,0,0.89,1,1
"1132","1662_1663",0,0,0,0.89,0.852,0
"1133","1663_564",0,1,1,0.852,1,1
"1134","1663_1664",0,0,0,0.852,0.926,1
"1135","1664_565",0,0,0,0.926,1,1
"1136","1664_566",0,0,0,0.926,1,1
"1137","1661_1665",0,0,0,0.91,0.938,1
"1138","1665_1666",0,0,0,0.938,0.946,1
"1139","1666_567",0,0,0,0.946,1,1
"1140","1666_568",0,0,0,0.946,1,1
"1141","1665_1667",0,0,0,0.938,0.95,1
"1142","1667_569",0,0,0,0.95,1,1
"1143","1667_1668",0,0,0,0.95,0.978,1
"1144","1668_570",0,0,0,0.978,1,1
"1145","1668_571",0,0,0,0.978,1,1
"1146","1656_1669",0,0,0,0.806,0.754,0
"1147","1669_572",0,0,0,0.754,1,1
"1148","1669_573",0,1,1,0.754,1,1
"1149","1655_574",0,0,0,0.822,1,1
"1150","1623_1670",0,0,0,0.73,0.796,1
"1151","1670_1671",0,0,0,0.796,0.806,1
"1152","1671_575",0,1,1,0.806,1,1
"1153","1671_1672",0,0,0,0.806,0.868,1
"1154","1672_576",0,0,0,0.868,1,1
"1155","1672_577",0,0,0,0.868,1,1
"1156","1670_1673",0,0,0,0.796,0.832,1
"1157","1673_578",0,0,0,0.832,1,1
"1158","1673_579",0,0,0,0.832,1,1
"1159","1611_1674",0,0,0,0.78,0.878,1
"1160","1674_1675",0,0,0,0.878,0.992,1
"1161","1675_580",0,0,0,0.992,1,1
"1162","1675_581",0,0,0,0.992,1,1
"1163","1674_582",0,0,0,0.878,1,1
"1164","1548_1676",0,0,0,0.818,0.822,1
"1165","1676_1677",0,0,0,0.822,0.812,0
"1166","1677_583",0,0,0,0.812,1,1
"1167","1677_584",0,0,0,0.812,1,1
"1168","1676_1678",0,0,0,0.822,0.824,1
"1169","1678_1679",0,0,0,0.824,0.814,0
"1170","1679_585",0,0,0,0.814,1,1
"1171","1679_1680",0,0,0,0.814,0.818,1
"1172","1680_1681",0,0,0,0.818,0.816,0
"1173","1681_1682",0,0,0,0.816,0.838,1
"1174","1682_586",0,0,0,0.838,1,1
"1175","1682_1683",0,0,0,0.838,0.854,1
"1176","1683_587",0,0,0,0.854,1,1
"1177","1683_588",0,0,0,0.854,1,1
"1178","1681_589",0,0,0,0.816,1,1
"1179","1680_1684",0,0,0,0.818,0.818,0
"1180","1684_1685",0,0,0,0.818,0.838,1
"1181","1685_1686",0,0,0,0.838,0.838,0
"1182","1686_590",0,0,0,0.838,1,1
"1183","1686_591",0,0,0,0.838,1,1
"1184","1685_1687",0,0,0,0.838,0.872,1
"1185","1687_592",0,0,0,0.872,1,1
"1186","1687_1688",0,0,0,0.872,0.918,1
"1187","1688_1689",0,0,0,0.918,0.9,0
"1188","1689_1690",0,0,0,0.9,0.878,0
"1189","1690_1691",0,0,0,0.878,0.916,1
"1190","1691_1692",0,0,0,0.916,0.952,1
"1191","1692_593",0,0,0,0.952,1,1
"1192","1692_594",0,0,0,0.952,1,1
"1193","1691_595",0,0,0,0.916,1,1
"1194","1690_1693",0,0,0,0.878,0.722,0
"1195","1693_596",0,0,0,0.722,1,1
"1196","1693_597",0,1,1,0.722,1,1
"1197","1689_1694",0,0,0,0.9,0.912,1
"1198","1694_1695",0,0,0,0.912,0.9,0
"1199","1695_1696",0,0,0,0.9,0.922,1
"1200","1696_1697",0,0,0,0.922,0.922,0
"1201","1697_1698",0,0,0,0.922,0.928,1
"1202","1698_1699",0,0,0,0.928,0.974,1
"1203","1699_598",0,0,0,0.974,1,1
"1204","1699_599",0,0,0,0.974,1,1
"1205","1698_1700",0,0,0,0.928,0.934,1
"1206","1700_600",0,0,0,0.934,1,1
"1207","1700_601",0,0,0,0.934,1,1
"1208","1697_1701",0,0,0,0.922,0.962,1
"1209","1701_602",0,0,0,0.962,1,1
"1210","1701_1702",0,0,0,0.962,1,1
"1211","1702_603",0,0,0,1,1,0
"1212","1702_604",0,0,0,1,1,0
"1213","1696_1703",0,0,0,0.922,0.988,1
"1214","1703_605",0,0,0,0.988,1,1
"1215","1703_606",0,0,0,0.988,1,1
"1216","1695_1704",0,0,0,0.9,0.954,1
"1217","1704_607",0,0,0,0.954,1,1
"1218","1704_1705",0,0,0,0.954,1,1
"1219","1705_1706",0,0,0,1,1,0
"1220","1706_608",0,0,0,1,1,0
"1221","1706_609",0,0,0,1,1,0
"1222","1705_610",0,0,0,1,1,0
"1223","1694_1707",0,0,0,0.912,0.89,0
"1224","1707_1708",0,0,0,0.89,0.9,1
"1225","1708_611",0,0,0,0.9,1,1
"1226","1708_1709",0,0,0,0.9,0.88,0
"1227","1709_612",0,0,0,0.88,1,1
"1228","1709_1710",0,0,0,0.88,1,1
"1229","1710_613",0,0,0,1,1,0
"1230","1710_1711",0,0,0,1,1,0
"1231","1711_614",0,0,0,1,1,0
"1232","1711_1712",0,0,0,1,1,0
"1233","1712_1713",0,0,0,1,1,0
"1234","1713_1714",0,0,0,1,1,0
"1235","1714_615",0,0,0,1,1,0
"1236","1714_1715",0,0,0,1,1,0
"1237","1715_616",0,0,0,1,1,0
"1238","1715_617",0,0,0,1,1,0
"1239","1713_1716",0,0,0,1,1,0
"1240","1716_1717",0,0,0,1,1,0
"1241","1717_618",0,0,0,1,1,0
"1242","1717_619",0,0,0,1,1,0
"1243","1716_620",0,0,0,1,1,0
"1244","1712_1718",0,0,0,1,0.998,0
"1245","1718_621",0,0,0,0.998,1,1
"1246","1718_1719",0,0,0,0.998,1,1
"1247","1719_622",0,0,0,1,1,0
"1248","1719_623",0,0,0,1,1,0
"1249","1707_624",0,0,0,0.89,1,1
"1250","1688_625",0,0,0,0.918,1,1
"1251","1684_1720",0,0,0,0.818,0.85,1
"1252","1720_1721",0,0,0,0.85,0.942,1
"1253","1721_626",0,0,0,0.942,1,1
"1254","1721_627",0,0,0,0.942,1,1
"1255","1720_1722",0,0,0,0.85,0.858,1
"1256","1722_1723",0,0,0,0.858,0.902,1
"1257","1723_628",0,0,0,0.902,1,1
"1258","1723_1724",0,0,0,0.902,0.912,1
"1259","1724_1725",0,0,0,0.912,0.98,1
"1260","1725_629",0,0,0,0.98,1,1
"1261","1725_630",0,0,0,0.98,1,1
"1262","1724_1726",0,0,0,0.912,0.938,1
"1263","1726_631",0,0,0,0.938,1,1
"1264","1726_632",0,0,0,0.938,1,1
"1265","1722_1727",0,0,0,0.858,0.938,1
"1266","1727_1728",0,0,0,0.938,0.984,1
"1267","1728_633",0,0,0,0.984,1,1
"1268","1728_634",0,0,0,0.984,1,1
"1269","1727_635",0,0,0,0.938,1,1
"1270","1678_1729",0,0,0,0.824,0.816,0
"1271","1729_1730",0,0,0,0.816,0.806,0
"1272","1730_636",0,0,0,0.806,1,1
"1273","1730_1731",0,0,0,0.806,0.752,0
"1274","1731_637",0,0,0,0.752,1,1
"1275","1731_1732",0,0,0,0.752,0.664,0
"1276","1732_638",0,1,1,0.664,1,1
"1277","1732_1733",0,0,0,0.664,0.594,0
"1278","1733_639",0,1,1,0.594,1,1
"1279","1733_1734",0,0,0,0.594,0.736,1
"1280","1734_640",0,0,0,0.736,1,1
"1281","1734_1735",0,0,0,0.736,0.724,0
"1282","1735_641",0,0,0,0.724,1,1
"1283","1735_1736",0,0,0,0.724,0.574,0
"1284","1736_642",0,0,0,0.574,1,1
"1285","1736_643",0,1,1,0.574,1,1
"1286","1729_1737",0,0,0,0.816,0.816,0
"1287","1737_1738",0,0,0,0.816,0.796,0
"1288","1738_1739",0,0,0,0.796,0.76,0
"1289","1739_644",0,0,0,0.76,1,1
"1290","1739_1740",0,0,0,0.76,0.704,0
"1291","1740_1741",0,0,0,0.704,0.62,0
"1292","1741_645",0,1,1,0.62,1,1
"1293","1741_646",0,0,0,0.62,1,1
"1294","1740_1742",0,0,0,0.704,0.732,1
"1295","1742_1743",0,0,0,0.732,0.908,1
"1296","1743_647",0,0,0,0.908,1,1
"1297","1743_648",0,0,0,0.908,1,1
"1298","1742_1744",0,0,0,0.732,0.652,0
"1299","1744_1745",0,0,0,0.652,0.634,0
"1300","1745_649",0,1,1,0.634,1,1
"1301","1745_650",0,0,0,0.634,1,1
"1302","1744_1746",0,0,0,0.652,0.528,0
"1303","1746_651",0,0,0,0.528,1,1
"1304","1746_652",0,1,1,0.528,1,1
"1305","1738_1747",0,0,0,0.796,0.802,1
"1306","1747_1748",0,0,0,0.802,0.814,1
"1307","1748_1749",0,0,0,0.814,0.762,0
"1308","1749_1750",0,0,0,0.762,0.75,0
"1309","1750_653",0,0,0,0.75,1,1
"1310","1750_654",0,1,1,0.75,1,1
"1311","1749_1751",0,0,0,0.762,0.79,1
"1312","1751_1752",0,0,0,0.79,0.64,0
"1313","1752_1753",0,0,0,0.64,0.596,0
"1314","1753_655",0,1,1,0.596,1,1
"1315","1753_656",0,0,0,0.596,1,1
"1316","1752_1754",0,0,0,0.64,0.652,1
"1317","1754_657",0,0,0,0.652,1,1
"1318","1754_658",0,1,1,0.652,1,1
"1319","1751_1755",0,0,0,0.79,0.82,1
"1320","1755_659",0,0,0,0.82,1,1
"1321","1755_1756",0,0,0,0.82,0.842,1
"1322","1756_660",0,0,0,0.842,1,1
"1323","1756_661",0,0,0,0.842,1,1
"1324","1748_1757",0,0,0,0.814,0.866,1
"1325","1757_662",0,0,0,0.866,1,1
"1326","1757_1758",0,0,0,0.866,0.868,1
"1327","1758_663",0,0,0,0.868,1,1
"1328","1758_664",0,0,0,0.868,1,1
"1329","1747_1759",0,0,0,0.802,0.808,1
"1330","1759_1760",0,0,0,0.808,0.778,0
"1331","1760_1761",0,0,0,0.778,0.814,1
"1332","1761_665",0,0,0,0.814,1,1
"1333","1761_666",0,0,0,0.814,1,1
"1334","1760_1762",0,0,0,0.778,0.766,0
"1335","1762_667",0,1,1,0.766,1,1
"1336","1762_668",0,1,1,0.766,1,1
"1337","1759_1763",0,0,0,0.808,0.812,1
"1338","1763_669",0,0,0,0.812,1,1
"1339","1763_1764",0,0,0,0.812,0.81,0
"1340","1764_670",0,0,0,0.81,1,1
"1341","1764_1765",0,0,0,0.81,0.824,1
"1342","1765_671",0,0,0,0.824,1,1
"1343","1765_672",0,0,0,0.824,1,1
"1344","1737_1766",0,0,0,0.816,0.812,0
"1345","1766_1767",0,0,0,0.812,0.834,1
"1346","1767_1768",0,0,0,0.834,0.81,0
"1347","1768_673",0,0,0,0.81,1,1
"1348","1768_674",0,0,0,0.81,1,1
"1349","1767_1769",0,0,0,0.834,0.866,1
"1350","1769_1770",0,0,0,0.866,0.916,1
"1351","1770_1771",0,0,0,0.916,0.864,0
"1352","1771_675",0,0,0,0.864,1,1
"1353","1771_1772",0,0,0,0.864,0.768,0
"1354","1772_676",0,1,1,0.768,1,1
"1355","1772_677",0,0,0,0.768,1,1
"1356","1770_678",0,0,0,0.916,1,1
"1357","1769_1773",0,0,0,0.866,0.972,1
"1358","1773_679",0,0,0,0.972,1,1
"1359","1773_680",0,0,0,0.972,1,1
